"Notice ID","Title","Description","Current Response Date","Last Modified Date","Last Published Date","Contract Opportunity Type","POC Information","Active/Inactive","Awardee","Contract Award Number","Contract Award Date","NAICS","PSC","Modification Number","Set Aside"
"W912PP25R0004","AMENDMENT 0001 TWO-PHASE DESIGN/BUILD REPAIR BUILDING 322 CEREBRO LABORATORY, KIRTLAND AIR FORCE BASE, BERNALILLO COUNTY, NEW MEXICO","Solicitation for: W912PP25R0004 Two-Phase Design/Build Repair Building 322 CEREBRO Laboratory, Kirtland Air Force Base, Bernalillo County, New Mexico","Apr 03, 2025 02:00 PM MDT","Mar 27, 2025","Mar 27, 2025","Solicitation","Loretta Sanchez | KAREN K IRVING","Active","N/A","N/A","N/A","Commercial and Institutional Building Construction","CONSTRUCTION OF MISCELLANEOUS BUILDINGS","N/A","8(a) Set-Aside (FAR 19.8)"
"SPE7L125T296D","25--MODIFICATION KIT,VE","Proposed procurement for NSN 2590016122977 MODIFICATION KIT,VE: Line 0001 Qty 52 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0164 DAYS ADO The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 7, 2025","Mar 27, 2025","Mar 27, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Commercial and Service Industry Machinery Manufacturing ","VEHICULAR EQUIPMENT COMPONENTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"140P2025R0043","Z--HAMP 326087: Preserve Historic Structures Hampto","HAMP 326087 Preserve Historic Structures Hampton National Historic Site in Towson, Maryland 21286. This acquisition is a design-bid-build construction project that is being set aside for a Competitive 8(a) business concern. Refer to Section L for information regarding the pre-proposal Site Visit.","May 28, 2025 12:00 PM EDT","Mar 27, 2025","Mar 27, 2025","Solicitation","Nguyen, Marc","Active","N/A","N/A","N/A","Commercial and Institutional Building Construction","REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS","N/A","8(a) Set-Aside (FAR 19.8)"
"W912DY25R000X","Electronic Security Systems (ESS) VIII","Provide all personnel, equipment, tools, materials, supervision, non-personal services, and other items necessary to procure, install, service and maintain Electronic Security Systems (ESS); physical security and/or force protection measures; automated control systems such as Building Automation Systems (BAS), Fire Alarm Systems (FAS), life safety systems, chemical / biological / radiological detection / response systems, and Mass Notification Systems (MNS); and other related electronic systems.","Apr 28, 2025 12:00 PM CDT","Mar 27, 2025","Mar 27, 2025","Sources Sought","TIANNA LOVE | LASHONDA SMITH","Active","N/A","N/A","N/A","Computer Systems Design Services","INSTALL OF ELECT-ELCT EQ","N/A","Partial Small Business Set-Aside (FAR 19.5)"
"19AQMM25R0019","Global Advisory Request for Proposals (RFP)","03/27/2025 Amendment 2 does the following: 1. Provide answers to the questions received. The questions and answers are provided via J-Attachment 12. 2. Makes several clarifications to the RFP. See the RFP document for specific updates. 3. Update the Request for Proposal (Sections B-M). 4. Update Section J-Attachments which include J-10 and J-12. 5. There is no change to the due date/time. 6. While the Government has highlighted changes in red, Offerors are responsible for reviewing the entire solicitation to ensure they are aware of and comply with all current terms and conditions, as not all changes may be captured in red. The primary POC is Taynelle McCloud, mccloudtl@state.gov. Alternate POCs are Andrew Lawson lawsonar@state.gov and Courtney Grayson, graysoncb@state.gov. ____________________________________________________________________ 03/12/2025 Amendment 1 does the following: 1. Provide answers to the questions received. The questions and answers are provided via J-Attachment 12. 2. Update the Request for Proposal (Sections B-M). 3. Update Section J-Attachments which include J-1; J-9; J-10; J-11 and J-12. 4. Extend the due date for offerors to respond to this solicitation. The new due date/time is May 6th, 2025, 14:00 EDT. 5. While the Government has highlighted changes in red, Offerors are responsible for reviewing the entire solicitation to ensure they are aware of and comply with all current terms and conditions, as not all changes may be captured in red. ____________________________________________________________________ The Global Advisory 19AQMM25R0019 Request for Proposals (RFP) is attached. Instructions for Q&A is located in Section L.13. Also included is all Global Advisory Section J Attachments as follows: J-1 Labor Category Descriptions J-2 NTE Fully-Loaded Hourly Labor Rates (NOT INCLUDED in RFP/to be provided/inserted at IDIQ award). J-3 Equipment Specifications J-4 NTE Equipment Unit Prices (NOT INCLUDED in RFP/to be provided/inserted at IDIQ award). J-5 Provisional Billing and Ceiling Indirect Cost Rates (NOT INCLUDED in RFP/to be provided/inserted at IDIQ award). J-6 CLIN Structure J-7 Contract Security Classification Spec (DD Form 254) J-8 Procurement Restrictions Under the Foreign Assistance Act J-9 Past Performance Questionnaire – IDIQ Evaluation Only J-10 Sample Task Order – IDIQ Evaluation Only J-11 Pricing Tables – IDIQ Evaluation Only J-12 Questions and Answers (Q&A) Template J-13 IDIQ Key Personnel Resume Template The primary POC is Taynelle McCloud, mccloudtl@state.gov. Alternate POCs are Robert “Todd” McNelly, mcnellyrt@state.gov and Andrew Lawson lawsonar@state.gov.","May 06, 2025 02:00 PM EDT","Mar 27, 2025","Mar 27, 2025","Solicitation","Taynelle McCloud | Andrew Lawson","Active","N/A","N/A","N/A","Administrative Management and General Management Consulting Services","SUPPORT- MANAGEMENT: OTHER","N/A","Partial Small Business Set-Aside (FAR 19.5)"
"SPE7M525T111D","59--SOLENOID ASSEMBLY","Proposed procurement for NSN 5945010575555 SOLENOID ASSEMBLY: Line 0001 Qty 9 UI EA Deliver To: DLA DISTRIBUTION DEPOT OKLAHOMA By: 0242 DAYS ADO Approved sources are 0XWR4 21013000-10; 73760 125468A. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 7, 2025","Mar 27, 2025","Mar 27, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Printed Circuit Assembly (Electronic Assembly) Manufacturing","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"M00263-25-Q-0017","Food Service Equipment","Please refer to addendum 52.212-1 in the attached RFQ. All other information is within the RFQ and Synopsis. A. GENERAL INSTRUCTIONS B. General Information. The Regional Contracting Office, Parris Island (RCO-PI) intends to award a single- award Firm Fixed Price (FFP) contract as a result of this solicitation. The objective of this requirement is to provide a contract vehicle that enables the Marine Corps Recruit Depot (MCRD) to purchase specific equipment. C. The Government intends to evaluate offers and award a contract without discussions. Therefore, the offeror’s initial offer should contain the offeror’s best terms from a price and technical standpoint. Offerors are cautioned to examine this solicitation in its entirety and to ensure that their quote contains all necessary information, provides all required documentation, and is complete in all respects. D. Use of general or vague statements such as “standard procedures will be used” will not satisfy this requirement. Unnecessary elaboration or presentations beyond what is sufficient to present a complete and effective solution are not desired and may be construed as a lack of understanding of the requirement. E. Quotes must be prepared in accordance with these instructions. Failure to do so may result in the offeror’s submission being determined unacceptable and ineligible for award. Each offeror’s submission shall be screened by the Contract Specialist upon receipt to ensure completeness and compliance with the instructions contained in this solicitation. F. Confidential Information. The Freedom of Information Act (FOIA) and its amendments generally provide the public the right to access agency records when a member of the public so requests. If an offeror’s submissions contain information that he/she believes should be withheld from such requestors under FOIA on the grounds that they contain “trade secrets and commercial or financial information”, 5 U.S.C. § 552, the offeror should mark its submissions as set forth in FAR 52.215-1(e). G. Communication Procedures. The Contract Specialist is the point of contact for this acquisition. Address any questions or concerns to the Contract Specialist. Written requests for clarification shall be sent to the Contract Specialist via email. H.The Contract Specialist for this acquisition is: Name: Capt Zachary Keener Phone: (843) 228-2129 Email address: zachary.e.keener.mil@usmc.mil The Contracting Officer for this acquisition is: Name: Randy Wentworth Phone: (843) 228-2151 Email address: randy.wentworth@usmc.mil Solicitation information and amendments will be posted to the Contract Opportunities website at https://sam.gov/. Offerors shall e-mail written questions requesting clarification of the Request for Quote to the Contract Specialist (emani.gray@usmc.mil). The Government will accept vendor questions no later than 2 days after issue date of the solicitation. Questions received after this date/time may not be answered. NOTE: Your email subject line for submitted questions should read “RFQ M00263-25-Q- 0017 QUESTIONS, from insert contractor name.” II. PREPARATION INSTRUCTIONS A. Request for Quote Submission. The completed and signed SF1449, CLIN specifications, accurate price quotes, and all other requirements requested in the RFQ must be received in its entirety by the date and time specified in Block 8 of the SF 1449. Quote submission shall be made electronically via email. When submitting your quote electronically via email, your email subject line should read “RFQ M00263-24-Q-0031 – QUOTE SUBMISSION, from insert contractor name.” B. Paragraph 11(e) of FAR 52.212-1 is not applicable to this solicitation. C. Late submissions will not be considered for evaluation. Telegraphic and Facsimile offers are not uthorized for this solicitation and will not be considered for evaluation. D. Disposition. No quotes will be returned to the offeror. E. COMPLETED REQUEST FOR QUOTE: Ensure the following is provided and annotated in your quote. If these items are not provided, your quote will not be evaluated: • Completed and signed SF1449 AND price quote: The offeror shall complete the “Signature of Offeror/Contractor” part of the Standard Form 1449 in Block 30a, b, and c. • A specification sheet (usually includes specifications and photo) for each food service equipment item shall be submitted with the proposal. • Anticipated delivery schedule shall be submitted (please ensure to check with your vendor/manufacturer before submitting a quote) • Offer is valid for 60 days from (Date of Submission); • No exception to any Terms and Conditions has been taken, or if so, clearly cited. Include a cover letter delineating any exceptions taken to the solicitation terms and conditions. However, offerors are cautioned that any noncompliance with the terms and conditions of the solicitation may cause their quotes to be dtermined unacceptable; • Acknowledge any amendments to the RFQ; • SAM-validated and NAICS Code 332215 compliant; • Complete any applicable representations, certifications, etc. in Section K; • Complete CLIN Specifications with all required information. • Price for each CLIN/line item; and • Signed offer with proposed prices. • Exceptions to the RFQ. Offerors are to clearly detail any exceptions taken and the rationale for the exceptions taken to the RFQ in this section. Please note that exceptions taken to the RFQ may render the quote unacceptable to the Government. IV. PERFORMANCE REQUIREMENTS – The quote must demonstrate an understanding of and ability to meet all of the requirements set forth herein. The offeror shall provide sufficient detail to substantiate that the products offered conform to the requirements shown above. The offeror shall demonstrate that the quote is in compliance with the requirements, terms, and conditions of the RFQ. Comprehensive responses to the requirements of this RFQ are required to enable the Government to evaluate the offeror’s understanding of and capability to accomplish the requirements of the Government.","Mar 31, 2025 02:00 PM EDT","Mar 27, 2025","Mar 27, 2025","Combined Synopsis/Solicitation","Captain Zach Keener | Randy L. Wentworth","Active","N/A","N/A","N/A","Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ","KITCHEN EQUIPMENT AND APPLIANCES","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"FA703725R0002","AEF Augmentation","Notice to Offeror(s)/Supplier(s): Funds are not presently available for this effort. No award will be made under this solicitation until funds are available. The Government reserves the right to cancel this solicitation, either before or after the closing date. In the event the Government cancels this solicitation, the Government has no obligation to reimburse an offeror for any costs. The contractor shall provide all personnel, supervision, and other technical services in accordance with the Performance Work Statement (PWS) for A3 Readiness Analysis. Please review the attachments for all applicable information related to this potential acquisition. Amendment 1: Updated FAR clause 52.212-5 and added fill in data to FAR clause 52.212-2. Amendment 2: Corrected self scoring matrix error. The new document is titled Self Scoring Matrix AEF Augmentation Rev 1. The questions and answers document has been attached. The attachment is titled QUESTIONS AND ANSWERS AEF Augmentation. SF 30s for Amendment 1 and Amendment 2 have been added.","Apr 07, 2025 12:00 PM CDT","Mar 27, 2025","Mar 27, 2025","Solicitation","Andrew Erickson | Gregory Love","Active","N/A","N/A","N/A","Administrative Management and General Management Consulting Services","SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT","N/A","8(a) Set-Aside (FAR 19.8)"
"SPE7L125T294Y","10--BUFFER ASSEMBLY,REC","Proposed procurement for NSN 1005016026735 BUFFER ASSEMBLY,REC: Line 0001 Qty 28 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0269 DAYS ADO The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 7, 2025","Mar 27, 2025","Mar 27, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Small Arms, Ordnance, and Ordnance Accessories Manufacturing ","WEAPONS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE7L125T294V","53--COVER,ACCESS","Proposed procurement for NSN 5340008344393 COVER,ACCESS: Line 0001 Qty 4 UI EA Deliver To: W1A8 DLA DIST SAN JOAQUIN By: 0453 DAYS ADO Line 0002 Qty 1 UI EA Deliver To: W1A8 DLA DIST SAN JOAQUIN By: 0150 DAYS ADO All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 7, 2025","Mar 27, 2025","Mar 27, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Aircraft Manufacturing","HARDWARE AND ABRASIVES","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625T26P2","31--BALL,BEARING","Proposed procurement for NSN 3110015077958 BALL,BEARING: Line 0001 Qty 83 UI EA Deliver To: DLA DISTRIBUTION DEPOT OKLAHOMA By: 0010 DAYS ADO This is a source controlled drawing item. Approved sources are 78118 5909950; 99167 5909950. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. The items furnished must meet the requirements of the drawing cited in the solicitation. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 4, 2025","Mar 27, 2025","Mar 27, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Ball and Roller Bearing Manufacturing","BEARINGS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"36C25225Q0286_2","H339--NEW- Elevator inspection Hines (578)","Base plus four (4) Periodic Elevator Inspections at the Hines, IL VAMC. Please see SOW in solicitation and attached for specifics","Apr 10, 2025 10:00 AM CDT","Mar 27, 2025","Mar 27, 2025","Solicitation","Makena James","Active","N/A","N/A","N/A","Building Inspection Services","INSPECTION- MATERIALS HANDLING EQUIPMENT","N/A","Veteran-Owned Small Business Set-Aside (specific to Department of Veterans Affairs)"
"N6945025R0021","Multi-Function Support Services (MFSS) at Navy Reserve Center (NRC) Miami, FL; NRC West Palm Beach, FL; and NSWCCD Dania Beach, FL","Multi-Function Support Services (MFSS) at Navy Reserve Center (NRC) Miami, FL; NRC West Palm Beach, FL; and Naval Surface Warfare Center (NSWC) Carderock Division in Dania Beach, FL. This requirement includes all labor, supervision, management, tools, materials, equipment, facilities, transportation, incidental engineering, and other items necessary to perform the following services: Facility Management, Facility Investment, Custodial, Pest Control, Integrated Solid Waste Management, and Grounds Maintenance and Landscaping.","Apr 24, 2025 02:00 PM EDT","Mar 27, 2025","Mar 27, 2025","Solicitation","Stephanie Menciano | CARI FIEBACH","Active","N/A","N/A","N/A","Facilities Support Services","FACILITIES OPERATIONS SUPPORT SVCS","N/A","8(a) Set-Aside (FAR 19.8)"
